МАРКА,МОДЕЛЬ,ГОД,КОЛИЧЕСТВО
BMW,bmw-5e60e61,2004,62912
BMW,bmw-5e60e61,2005,67181
BMW,bmw-5e60e61,2006,58843
BMW,bmw-5e60e61,2007,59727
BMW,bmw-5e60e61,2008,70763
BMW,bmw-5e60e61,2009,56169
BMW,bmw-5e60e61,2010,56551
BMW,bmw-5e60e61,2011,63996
BMW,bmw-5e60e61,2012,55810
BMW,bmw-5e60e61,2013,49242
BMW,bmw-5e60e61,2014,43097
BMW,bmw-5e60e61,2015,50455
BMW,bmw-5e60e61,2016,41593
BMW,bmw-5e60e61,2017,46509
BMW,bmw-5e60e61,2018,60823
BMW,bmw-5e60e61,2019,46534
BMW,bmw-5e60e61,2020,32184
BMW,bmw-5e60e61,2021,18619
BMW,bmw-5e60e61,2022,10437
BMW,bmw-5e60e61,2023,3524
BMW,bmw-5e60e61,2024,208
BMW,bmw-5f10f11gtf07,2000,45372
BMW,bmw-5f10f11gtf07,2001,49015
BMW,bmw-5f10f11gtf07,2002,58441
BMW,bmw-5f10f11gtf07,2003,65572
BMW,bmw-5f10f11gtf07,2004,62912
BMW,bmw-5f10f11gtf07,2005,67181
BMW,bmw-5f10f11gtf07,2006,58843
BMW,bmw-5f10f11gtf07,2007,59727
BMW,bmw-5f10f11gtf07,2008,70763
BMW,bmw-5f10f11gtf07,2009,56169
BMW,bmw-5f10f11gtf07,2010,56551
BMW,bmw-5f10f11gtf07,2011,63996
BMW,bmw-5f10f11gtf07,2012,55810
BMW,bmw-5f10f11gtf07,2013,49242
BMW,bmw-5f10f11gtf07,2014,43097
BMW,bmw-5f10f11gtf07,2015,50455
BMW,bmw-5f10f11gtf07,2016,41593
BMW,bmw-5f10f11gtf07,2017,46509
BMW,bmw-5f10f11gtf07,2018,60823
BMW,bmw-5f10f11gtf07,2019,46534
BMW,bmw-5f10f11gtf07,2020,32184
BMW,bmw-5f10f11gtf07,2021,18619
BMW,bmw-5f10f11gtf07,2022,10437
BMW,bmw-5f10f11gtf07,2023,3524
BMW,bmw-5f10f11gtf07,2024,208
BMW,bmw-5g30g31,2000,45372
BMW,bmw-5g30g31,2001,49015
BMW,bmw-5g30g31,2002,58441
BMW,bmw-5g30g31,2003,65572
BMW,bmw-5g30g31,2004,62912
BMW,bmw-5g30g31,2005,67181
BMW,bmw-5g30g31,2006,58843
BMW,bmw-5g30g31,2007,59727
BMW,bmw-5g30g31,2008,70763
BMW,bmw-5g30g31,2009,56169
BMW,bmw-5g30g31,2010,56551
BMW,bmw-5g30g31,2011,63996
BMW,bmw-5g30g31,2012,55810
BMW,bmw-5g30g31,2013,49242
BMW,bmw-5g30g31,2014,43097
BMW,bmw-5g30g31,2015,50455
BMW,bmw-5g30g31,2016,41593
BMW,bmw-5g30g31,2017,46509
BMW,bmw-5g30g31,2018,60823
BMW,bmw-5g30g31,2019,46534
BMW,bmw-5g30g31,2020,32184
BMW,bmw-5g30g31,2021,18619
BMW,bmw-5g30g31,2022,10437
BMW,bmw-5g30g31,2023,3524
BMW,bmw-5g30g31,2024,208
BMW,bmw-5g60,2000,45372
BMW,bmw-5g60,2001,49015
BMW,bmw-5g60,2002,58441
BMW,bmw-5g60,2003,65572
BMW,bmw-5g60,2004,62912
BMW,bmw-5g60,2005,67181
BMW,bmw-5g60,2006,58843
BMW,bmw-5g60,2007,59727
BMW,bmw-5g60,2008,70763
BMW,bmw-5g60,2009,56169
BMW,bmw-5g60,2010,56551
BMW,bmw-5g60,2011,63996
BMW,bmw-5g60,2012,55810
BMW,bmw-5g60,2013,49242
BMW,bmw-5g60,2014,43097
BMW,bmw-5g60,2015,50455
BMW,bmw-5g60,2016,41593
BMW,bmw-5g60,2017,46509
BMW,bmw-5g60,2018,60823
BMW,bmw-5g60,2019,46534
BMW,bmw-5g60,2020,32184
BMW,bmw-5g60,2021,18619
BMW,bmw-5g60,2022,10437
BMW,bmw-5g60,2023,3524
BMW,bmw-5g60,2024,208
BMW,bmw-6,2000,45361
BMW,bmw-6,2001,48999
BMW,bmw-6,2002,58438
BMW,bmw-6,2003,65572
BMW,bmw-6,2004,62903
BMW,bmw-6,2005,67179
BMW,bmw-6,2006,58841
BMW,bmw-6,2007,59719
BMW,bmw-6,2008,70763
BMW,bmw-6,2009,56166
BMW,bmw-6,2010,56551
BMW,bmw-6,2011,63996
BMW,bmw-6,2012,55810
BMW,bmw-6,2013,49241
BMW,bmw-6,2014,43097
BMW,bmw-6,2015,50456
BMW,bmw-6,2016,41591
BMW,bmw-6,2017,46509
BMW,bmw-6,2018,60855
BMW,bmw-6,2019,46521
BMW,bmw-6,2020,32198
BMW,bmw-6,2021,18619
BMW,bmw-6,2022,10437
BMW,bmw-6,2023,3524
BMW,bmw-6,2024,208
BMW,bmw-6e24,2000,45361
BMW,bmw-6e24,2001,48999
BMW,bmw-6e24,2002,58438
BMW,bmw-6e24,2003,65572
BMW,bmw-6e24,2004,62903
BMW,bmw-6e24,2005,67179
BMW,bmw-6e24,2006,58841
BMW,bmw-6e24,2007,59719
BMW,bmw-6e24,2008,70763
BMW,bmw-6e24,2009,56166
BMW,bmw-6e24,2010,56551
BMW,bmw-6e24,2011,63996
BMW,bmw-6e24,2012,55810
BMW,bmw-6e24,2013,49241
BMW,bmw-6e24,2014,43097
BMW,bmw-6e24,2018,60855
BMW,bmw-6e24,2019,46521
BMW,bmw-6e24,2020,32198
BMW,bmw-6e24,2021,18619
BMW,bmw-6e24,2022,10437
BMW,bmw-6e24,2023,3524
BMW,bmw-6e24,2024,208
BMW,bmw-6e63e64,2000,45361
BMW,bmw-6e63e64,2001,48999
BMW,bmw-6e63e64,2002,58438
BMW,bmw-6e63e64,2003,65572
BMW,bmw-6e63e64,2004,62903
BMW,bmw-6e63e64,2005,67179
BMW,bmw-6e63e64,2006,58841
BMW,bmw-6e63e64,2007,59719
BMW,bmw-6e63e64,2008,70763
BMW,bmw-6e63e64,2009,56166
BMW,bmw-6e63e64,2010,56551
BMW,bmw-6e63e64,2011,63996
BMW,bmw-6e63e64,2012,55810
BMW,bmw-6e63e64,2013,49241
BMW,bmw-6e63e64,2014,43097
BMW,bmw-6e63e64,2015,50456
BMW,bmw-6e63e64,2016,41591
BMW,bmw-6e63e64,2017,46509
BMW,bmw-6e63e64,2018,60855
BMW,bmw-6e63e64,2019,46521
BMW,bmw-6e63e64,2020,32198
BMW,bmw-6e63e64,2021,18619
BMW,bmw-6e63e64,2024,208
BMW,bmw-6f06f12f13,2000,45361
BMW,bmw-6f06f12f13,2001,48999
BMW,bmw-6f06f12f13,2002,58438
BMW,bmw-6f06f12f13,2003,65572
BMW,bmw-6f06f12f13,2004,62903
BMW,bmw-6f06f12f13,2005,67179
BMW,bmw-6f06f12f13,2006,58841
BMW,bmw-6f06f12f13,2007,59719
BMW,bmw-6f06f12f13,2008,70763
BMW,bmw-6f06f12f13,2009,56166
BMW,bmw-6f06f12f13,2010,56551
BMW,bmw-6f06f12f13,2011,63996
BMW,bmw-6f06f12f13,2012,55810
BMW,bmw-6f06f12f13,2013,49241
BMW,bmw-6f06f12f13,2014,43097
BMW,bmw-6f06f12f13,2015,50456
BMW,bmw-6f06f12f13,2016,41591
BMW,bmw-6f06f12f13,2017,46509
BMW,bmw-6f06f12f13,2018,60855
BMW,bmw-6f06f12f13,2019,46521
BMW,bmw-6f06f12f13,2020,32198
BMW,bmw-6f06f12f13,2021,18619
BMW,bmw-6f06f12f13,2022,10437
BMW,bmw-6f06f12f13,2023,3524
BMW,bmw-6f06f12f13,2024,208
BMW,bmw-6g32,2000,45361
BMW,bmw-6g32,2001,48999
BMW,bmw-6g32,2002,58438
BMW,bmw-6g32,2003,65572
BMW,bmw-6g32,2004,62903
BMW,bmw-6g32,2005,67179
BMW,bmw-6g32,2006,58841
BMW,bmw-6g32,2007,59719
BMW,bmw-6g32,2008,70763
BMW,bmw-6g32,2009,56166
BMW,bmw-6g32,2010,56551
BMW,bmw-6g32,2011,63996
BMW,bmw-6g32,2012,55810
BMW,bmw-6g32,2013,49241
BMW,bmw-6g32,2014,43097
BMW,bmw-6g32,2015,50456
BMW,bmw-6g32,2016,41591
BMW,bmw-6g32,2017,46509
BMW,bmw-6g32,2018,60855
BMW,bmw-6g32,2019,46521
BMW,bmw-6g32,2020,32198
BMW,bmw-6g32,2021,18619
BMW,bmw-6g32,2022,10437
BMW,bmw-6g32,2023,3524
BMW,bmw-6g32,2024,208
BMW,bmw-7,2000,45361
BMW,bmw-7,2001,48999
BMW,bmw-7,2002,58438
BMW,bmw-7,2003,65572
BMW,bmw-7,2004,62903
BMW,bmw-7,2005,67179
BMW,bmw-7,2006,58841
BMW,bmw-7,2007,59719
BMW,bmw-7,2008,70763
BMW,bmw-7,2009,56166
BMW,bmw-7,2010,56551
BMW,bmw-7,2011,63996
BMW,bmw-7,2012,55810
BMW,bmw-7,2013,49241
BMW,bmw-7,2014,43097
BMW,bmw-7,2015,50456
BMW,bmw-7,2016,41591
BMW,bmw-7,2017,46509
BMW,bmw-7,2018,60855
BMW,bmw-7,2019,46521
BMW,bmw-7,2020,32198
BMW,bmw-7,2021,18619
BMW,bmw-7,2022,10437
BMW,bmw-7,2023,3524
BMW,bmw-7,2024,208
BMW,bmw-7e23,2000,45361
BMW,bmw-7e23,2001,48999
BMW,bmw-7e23,2002,58438
BMW,bmw-7e23,2003,65572
BMW,bmw-7e23,2004,62903
BMW,bmw-7e23,2005,67179
BMW,bmw-7e23,2006,58841
BMW,bmw-7e23,2007,59719
BMW,bmw-7e23,2008,70763
BMW,bmw-7e23,2009,56166
BMW,bmw-7e23,2010,56551
BMW,bmw-7e23,2011,63996
BMW,bmw-7e23,2012,55810
BMW,bmw-7e23,2013,49241
BMW,bmw-7e23,2014,43097
BMW,bmw-7e23,2015,50456
BMW,bmw-7e23,2016,41591
BMW,bmw-7e23,2017,46509
BMW,bmw-7e23,2018,60855
BMW,bmw-7e23,2019,46521
BMW,bmw-7e23,2020,32198
BMW,bmw-7e23,2021,18619
BMW,bmw-7e23,2022,10437
BMW,bmw-7e23,2023,3524
BMW,bmw-7e23,2024,208
BMW,bmw-7e32,2000,45361
BMW,bmw-7e32,2001,48999
BMW,bmw-7e32,2002,58438
BMW,bmw-7e32,2003,65572
BMW,bmw-7e32,2004,62903
BMW,bmw-7e32,2005,67179
BMW,bmw-7e32,2006,58841
BMW,bmw-7e32,2007,59719
BMW,bmw-7e32,2008,70763
BMW,bmw-7e32,2009,56166
BMW,bmw-7e32,2010,56551
BMW,bmw-7e32,2011,63996
BMW,bmw-7e32,2012,55810
BMW,bmw-7e32,2013,49241
BMW,bmw-7e32,2014,43097
BMW,bmw-7e32,2015,50456
BMW,bmw-7e32,2016,41591
BMW,bmw-7e32,2017,46509
BMW,bmw-7e32,2018,60855
BMW,bmw-7e32,2019,46521
BMW,bmw-7e32,2020,32198
BMW,bmw-7e32,2021,18619
BMW,bmw-7e32,2022,10437
BMW,bmw-7e32,2023,3524
BMW,bmw-7e32,2024,208
BMW,bmw-7e38,2000,45361
BMW,bmw-7e38,2001,48999
BMW,bmw-7e38,2002,58438
BMW,bmw-7e38,2003,65572
BMW,bmw-7e38,2004,62903
BMW,bmw-7e38,2005,67179
BMW,bmw-7e38,2006,58841
BMW,bmw-7e38,2007,59719
BMW,bmw-7e38,2008,70763
BMW,bmw-7e38,2009,56166
BMW,bmw-7e38,2010,56551
BMW,bmw-7e38,2011,63996
BMW,bmw-7e38,2012,55810
BMW,bmw-7e38,2013,49241
BMW,bmw-7e38,2014,43097
BMW,bmw-7e38,2015,50456
BMW,bmw-7e38,2016,41591
BMW,bmw-7e38,2017,46509
BMW,bmw-7e38,2018,60855
BMW,bmw-7e38,2019,46521
BMW,bmw-7e38,2020,32198
BMW,bmw-7e38,2021,18619
BMW,bmw-7e38,2022,10437
BMW,bmw-7e38,2023,3524
BMW,bmw-7e38,2024,208
BMW,bmw-7e65e66,2000,45361
BMW,bmw-7e65e66,2001,48999
BMW,bmw-7e65e66,2002,58438
BMW,bmw-7e65e66,2003,65572
BMW,bmw-7e65e66,2004,62903
BMW,bmw-7e65e66,2005,67179
BMW,bmw-7e65e66,2006,58841
BMW,bmw-7e65e66,2007,59719
BMW,bmw-7e65e66,2008,70763
BMW,bmw-7e65e66,2009,56166
BMW,bmw-7e65e66,2010,56551
BMW,bmw-7e65e66,2011,63996
BMW,bmw-7e65e66,2012,55810
BMW,bmw-7e65e66,2013,49241
BMW,bmw-7e65e66,2014,43097
BMW,bmw-7e65e66,2015,50456
BMW,bmw-7e65e66,2016,41591
BMW,bmw-7e65e66,2017,46509
BMW,bmw-7e65e66,2018,60855
BMW,bmw-7e65e66,2019,46521
BMW,bmw-7e65e66,2020,32198
BMW,bmw-7e65e66,2021,18619
BMW,bmw-7e65e66,2022,10437
BMW,bmw-7e65e66,2023,3524
BMW,bmw-7e65e66,2024,208
BMW,bmw-7f01f02,2000,45361
BMW,bmw-7f01f02,2001,48999
BMW,bmw-7f01f02,2002,58438
BMW,bmw-7f01f02,2003,65572
BMW,bmw-7f01f02,2004,62903
BMW,bmw-7f01f02,2005,67179
BMW,bmw-7f01f02,2006,58841
BMW,bmw-7f01f02,2007,59719
BMW,bmw-7f01f02,2008,70763
BMW,bmw-7f01f02,2009,56166
BMW,bmw-7f01f02,2010,56551
BMW,bmw-7f01f02,2011,63996
BMW,bmw-7f01f02,2012,55810
BMW,bmw-7f01f02,2013,49241
BMW,bmw-7f01f02,2014,43097
BMW,bmw-7f01f02,2015,50456
BMW,bmw-7f01f02,2016,41591
BMW,bmw-7f01f02,2017,46509
BMW,bmw-7f01f02,2018,60855
BMW,bmw-7f01f02,2019,46521
BMW,bmw-7f01f02,2020,32198
BMW,bmw-7f01f02,2021,18619
BMW,bmw-7f01f02,2022,10437
BMW,bmw-7f01f02,2023,3524
BMW,bmw-7f01f02,2024,208
BMW,bmw-7g11g12,2000,45325
BMW,bmw-7g11g12,2001,48870
BMW,bmw-7g11g12,2002,58184
BMW,bmw-7g11g12,2003,65222
BMW,bmw-7g11g12,2004,62454
BMW,bmw-7g11g12,2005,67176
BMW,bmw-7g11g12,2006,58758
BMW,bmw-7g11g12,2007,59681
BMW,bmw-7g11g12,2008,70701
BMW,bmw-7g11g12,2009,55950
BMW,bmw-7g11g12,2010,56355
BMW,bmw-7g11g12,2011,63649
BMW,bmw-7g11g12,2012,55792
BMW,bmw-7g11g12,2013,49083
BMW,bmw-7g11g12,2014,42912
BMW,bmw-7g11g12,2015,50112
BMW,bmw-7g11g12,2016,41339
BMW,bmw-7g11g12,2017,46305
BMW,bmw-7g11g12,2018,60745
BMW,bmw-7g11g12,2019,46406
BMW,bmw-7g11g12,2020,32215
BMW,bmw-7g11g12,2021,18614
BMW,bmw-7g11g12,2022,10427
BMW,bmw-7g11g12,2023,3524
BMW,bmw-7g11g12,2024,208
BMW,bmw-7g70,2000,45325
BMW,bmw-7g70,2001,48870
BMW,bmw-7g70,2002,58184
BMW,bmw-7g70,2003,65222
BMW,bmw-7g70,2004,62454
BMW,bmw-7g70,2005,67176
BMW,bmw-7g70,2006,58758
BMW,bmw-7g70,2007,59681
BMW,bmw-7g70,2008,70701
BMW,bmw-7g70,2009,55950
BMW,bmw-7g70,2010,56355
BMW,bmw-7g70,2011,63649
BMW,bmw-7g70,2012,55792
BMW,bmw-7g70,2013,49083
BMW,bmw-7g70,2014,42912
BMW,bmw-7g70,2015,50112
BMW,bmw-7g70,2016,41339
BMW,bmw-7g70,2017,46305
BMW,bmw-7g70,2018,60745
BMW,bmw-7g70,2019,46406
BMW,bmw-7g70,2020,32215
BMW,bmw-7g70,2021,18614
BMW,bmw-7g70,2022,10427
BMW,bmw-7g70,2023,3477
BMW,bmw-7g70,2024,208
BMW,bmw-8e31,2000,45325
BMW,bmw-8e31,2001,48870
BMW,bmw-8e31,2002,58184
BMW,bmw-8e31,2003,65222
BMW,bmw-8e31,2004,62454
BMW,bmw-8e31,2005,67176
BMW,bmw-8e31,2006,58758
BMW,bmw-8e31,2007,59681
BMW,bmw-8e31,2008,70701
BMW,bmw-8e31,2009,55950
BMW,bmw-8e31,2010,56355
BMW,bmw-8e31,2011,63649
BMW,bmw-8e31,2012,55792
BMW,bmw-8e31,2013,49083
BMW,bmw-8e31,2014,42912
BMW,bmw-8e31,2015,50112
BMW,bmw-8e31,2016,41339
BMW,bmw-8e31,2017,46305
BMW,bmw-8e31,2018,60745
BMW,bmw-8e31,2019,46406
BMW,bmw-8e31,2020,32215
BMW,bmw-8e31,2021,18614
BMW,bmw-8e31,2022,10427
BMW,bmw-8e31,2023,3477
BMW,bmw-8e31,2024,208
BMW,bmw-8g14g15g16,2000,45325
BMW,bmw-8g14g15g16,2001,48870
BMW,bmw-8g14g15g16,2002,58184
BMW,bmw-8g14g15g16,2003,65222
BMW,bmw-8g14g15g16,2004,62454
BMW,bmw-8g14g15g16,2005,67176
BMW,bmw-8g14g15g16,2006,58758
BMW,bmw-8g14g15g16,2007,59681
BMW,bmw-8g14g15g16,2008,70701
BMW,bmw-8g14g15g16,2009,55950
BMW,bmw-8g14g15g16,2010,56355
BMW,bmw-8g14g15g16,2011,63649
BMW,bmw-8g14g15g16,2012,55792
BMW,bmw-8g14g15g16,2013,49083
BMW,bmw-8g14g15g16,2014,42912
BMW,bmw-8g14g15g16,2015,50112
BMW,bmw-8g14g15g16,2016,41339
BMW,bmw-8g14g15g16,2017,46305
BMW,bmw-8g14g15g16,2018,60745
BMW,bmw-8g14g15g16,2019,46406
BMW,bmw-8g14g15g16,2020,32215
BMW,bmw-8g14g15g16,2021,18614
BMW,bmw-8g14g15g16,2022,10427
BMW,bmw-8g14g15g16,2023,3477
BMW,bmw-8g14g15g16,2024,208
BMW,bmw-i3,2000,45325
BMW,bmw-i3,2001,48870
BMW,bmw-i3,2002,58184
BMW,bmw-i3,2003,65222
BMW,bmw-i3,2004,62454
BMW,bmw-i3,2005,67176
BMW,bmw-i3,2006,58758
BMW,bmw-i3,2007,59681
BMW,bmw-i3,2008,70701
BMW,bmw-i3,2009,55950
BMW,bmw-i3,2010,56355
BMW,bmw-i3,2011,63649
BMW,bmw-i3,2012,55792
BMW,bmw-i3,2013,49083
BMW,bmw-i3,2014,42912
BMW,bmw-i3,2015,50112
BMW,bmw-i3,2016,41339
BMW,bmw-i3,2017,46305
BMW,bmw-i3,2018,60745
BMW,bmw-i3,2019,46406
BMW,bmw-i3,2020,32215
BMW,bmw-i3,2021,18614
BMW,bmw-i3,2022,10427
BMW,bmw-i3,2023,3477
BMW,bmw-i3,2024,208
BMW,bmw-i4g26,2000,45325
BMW,bmw-i4g26,2001,48870
BMW,bmw-i4g26,2002,58184
BMW,bmw-i4g26,2003,65222
BMW,bmw-i4g26,2004,62454
BMW,bmw-i4g26,2005,67176
BMW,bmw-i4g26,2006,58758
BMW,bmw-i4g26,2007,59681
BMW,bmw-i4g26,2008,70701
BMW,bmw-i4g26,2009,55950
BMW,bmw-i4g26,2010,56355
BMW,bmw-i4g26,2011,63649
BMW,bmw-i4g26,2012,55792
BMW,bmw-i4g26,2013,49083
BMW,bmw-i4g26,2014,42912
BMW,bmw-i4g26,2015,50112
BMW,bmw-i4g26,2016,41339
BMW,bmw-i4g26,2017,46305
BMW,bmw-i4g26,2018,60745
BMW,bmw-i4g26,2019,46406
BMW,bmw-i4g26,2020,32215
BMW,bmw-i4g26,2021,18614
BMW,bmw-i4g26,2022,10427
BMW,bmw-i4g26,2023,3477
BMW,bmw-i4g26,2024,208
BMW,bmw-i7,2000,45325
BMW,bmw-i7,2001,48870
BMW,bmw-i7,2002,58184
BMW,bmw-i7,2003,65222
BMW,bmw-i7,2004,62454
BMW,bmw-i7,2005,67176
BMW,bmw-i7,2006,58758
BMW,bmw-i7,2007,59681
BMW,bmw-i7,2008,70701
BMW,bmw-i7,2009,55950
BMW,bmw-i7,2010,56355
BMW,bmw-i7,2011,63649
BMW,bmw-i7,2012,55792
BMW,bmw-i7,2013,49083
BMW,bmw-i7,2014,42912
BMW,bmw-i7,2015,50112
BMW,bmw-i7,2016,41339
BMW,bmw-i7,2017,46305
BMW,bmw-i7,2018,60745
BMW,bmw-i7,2019,46406
BMW,bmw-i7,2020,32215
BMW,bmw-i7,2021,18614
BMW,bmw-i7,2022,10427
BMW,bmw-i7,2023,3477
BMW,bmw-i7,2024,208
BMW,bmw-i8,2000,45337
BMW,bmw-i8,2001,48878
BMW,bmw-i8,2002,58200
BMW,bmw-i8,2003,65275
BMW,bmw-i8,2004,62507
BMW,bmw-i8,2005,67168
BMW,bmw-i8,2006,58758
BMW,bmw-i8,2007,59684
BMW,bmw-i8,2008,70705
BMW,bmw-i8,2009,55979
BMW,bmw-i8,2010,56358
BMW,bmw-i8,2011,63683
BMW,bmw-i8,2012,55790
BMW,bmw-i8,2013,49097
BMW,bmw-i8,2014,42914
BMW,bmw-i8,2015,50134
BMW,bmw-i8,2016,41409
BMW,bmw-i8,2017,46330
BMW,bmw-i8,2018,60784
BMW,bmw-i8,2019,46425
BMW,bmw-i8,2020,32215
BMW,bmw-i8,2021,18614
BMW,bmw-i8,2022,10427
BMW,bmw-i8,2023,3477
BMW,bmw-i8,2024,208
BMW,bmw-ixi20,2000,45337
BMW,bmw-ixi20,2001,48878
BMW,bmw-ixi20,2002,58200
BMW,bmw-ixi20,2003,65275
BMW,bmw-ixi20,2004,62507
BMW,bmw-ixi20,2005,67168
BMW,bmw-ixi20,2006,58758
BMW,bmw-ixi20,2007,59684
BMW,bmw-ixi20,2008,70705
BMW,bmw-ixi20,2009,55979
BMW,bmw-ixi20,2010,56358
BMW,bmw-ixi20,2011,63683
BMW,bmw-ixi20,2012,55790
BMW,bmw-ixi20,2013,49097
BMW,bmw-ixi20,2014,42914
BMW,bmw-ixi20,2015,50134
BMW,bmw-ixi20,2016,41409
BMW,bmw-ixi20,2017,46330
BMW,bmw-ixi20,2018,60784
BMW,bmw-ixi20,2019,46425
BMW,bmw-ixi20,2020,32215
BMW,bmw-ixi20,2021,18614
BMW,bmw-ixi20,2022,10427
BMW,bmw-ixi20,2023,3477
BMW,bmw-ixi20,2024,208
BMW,bmw-ix1,2000,45337
BMW,bmw-ix1,2001,48878
BMW,bmw-ix1,2002,58200
BMW,bmw-ix1,2003,65275
BMW,bmw-ix1,2004,62507
BMW,bmw-ix1,2005,67168
BMW,bmw-ix1,2006,58758
BMW,bmw-ix1,2007,59684
BMW,bmw-ix1,2008,70705
BMW,bmw-ix1,2009,55979
BMW,bmw-ix1,2010,56358
BMW,bmw-ix1,2011,63683
BMW,bmw-ix1,2012,55790
BMW,bmw-ix1,2013,49097
BMW,bmw-ix1,2014,42914
BMW,bmw-ix1,2015,50134
BMW,bmw-ix1,2016,41409
BMW,bmw-ix1,2017,46330
BMW,bmw-ix1,2018,60784
BMW,bmw-ix1,2019,46425
BMW,bmw-ix1,2020,32215
BMW,bmw-ix1,2021,18614
BMW,bmw-ix1,2022,10427
BMW,bmw-ix1,2023,3477
BMW,bmw-ix1,2024,208
BMW,bmw-ix3g08,2000,45337
BMW,bmw-ix3g08,2001,48878
BMW,bmw-ix3g08,2002,58200
BMW,bmw-ix3g08,2003,65275
BMW,bmw-ix3g08,2004,62507
BMW,bmw-ix3g08,2005,67168
BMW,bmw-ix3g08,2006,58758
BMW,bmw-ix3g08,2007,59684
BMW,bmw-ix3g08,2008,70705
BMW,bmw-ix3g08,2009,55979
BMW,bmw-ix3g08,2010,56358
BMW,bmw-ix3g08,2011,63683
BMW,bmw-ix3g08,2012,55790
BMW,bmw-ix3g08,2013,49097
BMW,bmw-ix3g08,2014,42914
BMW,bmw-ix3g08,2015,50134
BMW,bmw-ix3g08,2016,41409
BMW,bmw-ix3g08,2017,46330
BMW,bmw-ix3g08,2018,60784
BMW,bmw-ix3g08,2019,46425
BMW,bmw-ix3g08,2020,32215
BMW,bmw-ix3g08,2021,18614
BMW,bmw-ix3g08,2022,10427
BMW,bmw-ix3g08,2023,3477
BMW,bmw-ix3g08,2024,208
BMW,bmw-m2f87,2000,45337
BMW,bmw-m2f87,2001,48878
BMW,bmw-m2f87,2002,58200
BMW,bmw-m2f87,2003,65275
BMW,bmw-m2f87,2004,62507
BMW,bmw-m2f87,2005,67168
BMW,bmw-m2f87,2006,58758
BMW,bmw-m2f87,2007,59684
BMW,bmw-m2f87,2008,70705
BMW,bmw-m2f87,2009,55979
BMW,bmw-m2f87,2010,56358
BMW,bmw-m2f87,2011,63683
BMW,bmw-m2f87,2012,55790
BMW,bmw-m2f87,2013,49097
BMW,bmw-m2f87,2014,42914
BMW,bmw-m2f87,2015,50134
BMW,bmw-m2f87,2016,41409
BMW,bmw-m2f87,2017,46330
BMW,bmw-m2f87,2018,60784
BMW,bmw-m2f87,2019,46425
BMW,bmw-m2f87,2020,32215
BMW,bmw-m2f87,2021,18614
BMW,bmw-m2f87,2022,10427
BMW,bmw-m2f87,2023,3477
BMW,bmw-m2f87,2024,208
BMW,bmw-m2g87,2000,45337
BMW,bmw-m2g87,2001,48878
BMW,bmw-m2g87,2002,58200
BMW,bmw-m2g87,2003,65275
BMW,bmw-m3,2000,45337
BMW,bmw-m3,2001,48878
BMW,bmw-m3,2002,58200
BMW,bmw-m3,2003,65275
BMW,bmw-m3,2004,62507
BMW,bmw-m3,2005,67168
BMW,bmw-m3,2006,58758
BMW,bmw-m3,2007,59684
BMW,bmw-m3,2008,70705
BMW,bmw-m3,2009,55979
BMW,bmw-m3,2010,56358
BMW,bmw-m3,2011,63683
BMW,bmw-m3,2012,55790
BMW,bmw-m3,2013,49097
BMW,bmw-m3,2014,42914
BMW,bmw-m3,2015,50134
BMW,bmw-m3,2016,41409
BMW,bmw-m3,2017,46330
BMW,bmw-m3,2018,60784
BMW,bmw-m3,2019,46425
BMW,bmw-m3,2020,32215
BMW,bmw-m3,2021,18614
BMW,bmw-m3,2022,10427
BMW,bmw-m3,2023,3477
BMW,bmw-m3,2024,208
BMW,bmw-m4f82f83,2000,45337
BMW,bmw-m4f82f83,2001,48878
BMW,bmw-m4f82f83,2002,58200
BMW,bmw-m4f82f83,2003,65275
BMW,bmw-m4f82f83,2004,62507
BMW,bmw-m4f82f83,2005,67168
BMW,bmw-m4f82f83,2006,58758
BMW,bmw-m4f82f83,2007,59684
BMW,bmw-m4f82f83,2008,70705
BMW,bmw-m4f82f83,2009,55979
BMW,bmw-m4f82f83,2010,56358
BMW,bmw-m4f82f83,2011,63683
BMW,bmw-m4f82f83,2012,55790
BMW,bmw-m4f82f83,2013,49097
BMW,bmw-m4f82f83,2014,42914
BMW,bmw-m4f82f83,2015,50134
BMW,bmw-m4f82f83,2016,41409
BMW,bmw-m4f82f83,2017,46330
BMW,bmw-m4f82f83,2018,60784
BMW,bmw-m4f82f83,2019,46425
BMW,bmw-m4f82f83,2020,32215
BMW,bmw-m4f82f83,2021,18614
BMW,bmw-m4f82f83,2022,10427
BMW,bmw-m4f82f83,2023,3477
BMW,bmw-m4f82f83,2024,208
BMW,bmw-m4g82,2000,45352
BMW,bmw-m4g82,2001,48914
BMW,bmw-m4g82,2002,58216
BMW,bmw-m4g82,2003,65400
BMW,bmw-m4g82,2004,62746
BMW,bmw-m4g82,2005,67163
BMW,bmw-m4g82,2006,58852
BMW,bmw-m4g82,2007,59712
BMW,bmw-m4g82,2008,70773
BMW,bmw-m4g82,2009,56133
BMW,bmw-m4g82,2010,56438
BMW,bmw-m4g82,2011,63683
BMW,bmw-m4g82,2012,55790
BMW,bmw-m4g82,2013,49097
BMW,bmw-m4g82,2014,42914
BMW,bmw-m4g82,2015,50134
BMW,bmw-m4g82,2016,41409
BMW,bmw-m4g82,2017,46330
BMW,bmw-m4g82,2018,60784
BMW,bmw-m4g82,2019,46425
